track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,lyrics
BILLIE EILISH.,Armani White,1,2022,1,20,2537,0,277132266,49,1,67,11,1,100,C#,Major,90,75,50,11,0,9,26,
Ferxxo 100,Feid,1,2022,6,3,1647,30,278920007,20,49,23,2,2,164,G#,Minor,70,58,57,25,0,15,7,
KU LO SA - A COLORS SHOW,Oxlade,1,2022,6,10,2019,8,222410722,117,72,107,1,7,93,A#,Minor,65,79,66,31,0,22,7,
Prohibidox,Feid,1,2022,9,13,1473,12,185392587,25,36,25,1,0,180,C#,Minor,65,52,80,5,0,6,25,"Â¿Por quÃ© lo mÃ¡s rico siempre es prohibido? Â¿Pa' quÃ© tÃº estÃ¡s con Ã©l, si quieres estar conmigo? No soy maleante, pero contigo me la vivo Corriendo motora y fumando al escondido Si supiera' las loqueras que te escribo Y que asÃ­ me llames triste, baby, yo me activo Los mejores polvos han sido contigo Hasta los pana' me dicen que estoy desaparecido, yeah Parce, era en el mismo cuarto, en el mismo hotel Vamos a poner en modo aviÃ³n el cel Voy bajando, voy en la DT Vamo' a tirarno' una foto para el TBT Cincuenta y cinco en la muÃ±eca Me la engancho pa'l barrio y pa' la discoteca Contigo es real, lo demÃ¡s es feka No copia de chavo' ni de camioneta' TÃº estÃ¡s soÃ±ando conmigo y despertÃ¡ndote con Ã©l Ni siquiera tienes mi nombre guardado en el cel 'TÃ¡ cabrÃ³n que solo yo sÃ© cÃ³mo tocarte la piel Si tÃº fuera' un carro, solo yo te sÃ© correr Â¿Por quÃ© lo mÃ¡s rico siempre es prohibido? Â¿Pa' quÃ© tÃº estÃ¡s con Ã©l, si quieres estar conmigo? No soy maleante, pero contigo me la vivo Corriendo motora y fumando al escondido Si supiera' las loqueras que te escribo Y que asÃ­ me llames triste, baby, yo me activo Los mejores polvos han sido contigo Hasta los pana' me dicen que estoy desaparecido Â¿Por quÃ© lo mÃ¡s rico siempre es prohibido? Â¿Pa' quÃ© tÃº estÃ¡s con Ã©l, si quieres estar conmigo? No soy maleante, pero contigo me la vivo Corriendo motora y fumando al escondido"
Static,Steve Lacy,1,2022,7,15,1613,0,202452860,21,15,13,0,0,79,C#,Major,34,22,31,43,63,10,7,
The Scientist,Coldplay,1,2002,8,5,30992,6,1608164312,124,25,"7,827",1,0,146,F,Major,56,21,44,73,0,11,2,"Come up to meet you, tell you I'm sorry You don't know how lovely you are I had to find you Tell you I need you Tell you I set you apart Tell me your secrets And ask me your questions Oh, let's go back to the start Running in circles Coming up tails Heads on a science apart Nobody said it was easy It's such a shame for us to part Nobody said it was easy No one ever said it would be this hard Oh, take me back to the start I was just guessing At numbers and figures Pulling the puzzles apart Questions of science Science and progress Do not speak as loud as my heart Tell me you love me Come back and haunt me Oh, and I rush to the start Running in circles Chasing our tails Coming back as we are Nobody said it was easy Oh, it's such a shame for us to part Nobody said it was easy No one ever said it would be so hard I'm going back to the start Oh Oh Oh Oh"
Sparks,Coldplay,1,2000,7,10,10826,4,624101957,24,0,805,0,0,103,C#,Major,37,17,27,75,5,10,3,"Did I drive you away I know what you'll say You say, ""Oh, sing one you know"" But I promise you this I'll always look out for you Yeah that's what I'll do I say, oh I say, oh My heart is yours It's you that I hold on to Yeah that's what I do And I know I was wrong But I won't let you down (Oh yeah, oh yeah, oh yeah, I will, yes I will) I say oh I cry oh Yeah I saw sparks Yeah I saw sparks And I saw sparks Yeah I saw sparks Sing it out La, la, la, la, oh La, la, la, la, oh La, la, la, la, oh"
Talk,YEAT,1,2022,9,2,920,0,148461629,10,1,8,0,0,140,E,Minor,70,26,76,8,0,54,23,"Yeat, Yeat, Yeat (Come on) Man, this nigga on another world right now They said, ah, niggas was gettin' tazed Bitches was poppin' pussy by the front door Niggas was throwin' chairs, everything was goin' down Fifty-thousand people, Yeat concert, real twizzy shit Real twizzy shit right here you guys don't know 'bout that Jump out at the show, uh, jump out at the show Had to change my flow, yeah, had to change the dro Had to change my diamonds, yeah, they smackin' head to toe Shhh, 'bout what you sayin', just shut up, let me go Ridin' in that big, that lil' Tonka Truck Ridin' 'round with these bust down watches on me, I got my blicky tucked Head, number one up on these charts, bih', yeah, it's stuck or what? A-a-all we do is just go number one And I just brought in some M's, lil' bitch, it's the first of the month Ridin' 'round, I'm in a Cayenne, lil' bitch, I'ma tear up the city, I'm afraid of the sun I went in and painted the Benz, I'm switchin' shit up, I wanted it done by the Don Hold on, my fans, my family, my cousin, my brother, my slime, my twizzy, my money I don't give a fuck what you sayin', I don't listen to it, I don't want to hear about nothin' In the whip, got two, yeah, Rolls Royce truck, yeah, what the Cullinan bought I'm 'bout to bring this shit back and then wait from the top it's the top of the month I'm 'bout to do it again, 'bout to do it again, 'bout to triple the sum How you gon' talk to a rat? How you gon' talk to the feds? How you gon' talk to the shmeds? How you gon' talk to the lead? I don't give a fuck what you sayin', mmm You already heard what I said, mmm Yeah, I got big boy diamonds on me, yeah, I got big boy bread And I don't give a fuck 'bout the coupe, yeah, I put the bitch on 10s, mmm You don't even make no money and that don't make no sense I destroyed the coupe, I'm bouta jump out again Jump out at the show, uh, jump out at the show Had to change my flow, yeah, had to change the dro Had to change my diamonds, yeah, they smackin' head to toe Shhh, 'bout what you sayin', just shut up, let me go Ridin' in that big, that lil' Tonka Truck Ridin' 'round with these bust down watches on me, I got my blicky tucked Head, number one up on these charts, bih', yeah, it's stuck or what? A-a-all we do is just go number one And I just brought in some M's, lil' bitch, it's the first of the month Ridin' 'round, I'm in a Cayenne, lil' bitch, I'ma tear up the city, I'm afraid of the sun I went in and painted the Benz, I'm switchin' shit up, I wanted it done by the Don Hold on, my fans, my family, my cousin, my brother, my slime, my twizzy, my money I don't give a fuck what you sayin', I don't listen to it, I don't want to hear about nothin' In the whip, got two, yeah, Rolls Royce truck, yeah, what the Cullinan bought I'm 'bout to bring this shit back and then wait from the top it's the top of the month I'm 'bout to do it again, 'bout to do it again, 'bout to triple the sum How you gon' talk to a rat? How you gon' talk to the feds? How you gon' talk to the shmeds? How you gon' talk to the lead? I don't give a fuck what you sayin', mmm You already heard what I said, mmm Yeah, I got big boy diamonds on me, yeah, I got big boy bread And I don't give a fuck 'bout the coupe, yeah, I put the bitch on 10s, mmm You don't even make no money and that don't make no sense I destroyed the coupe, I'm bouta jump out again"
XQ Te Pones As,"Yandel, Feid",2,2022,9,13,308,0,47093942,6,1,6,0,0,92,A#,Major,81,48,70,13,0,15,7,
Selfish,PnB Rock,1,2016,6,23,2468,0,380319238,15,0,0,0,0,102,C#,Minor,64,4,60,11,0,19,4,"Ohhhh Oh Ooohhh, ooohhh Oh Yea I want you all to myself You don't need nobody else I want you all to myself I swear yeah Oh yeah Yeah, yeah, yeah I'm selfish I want you all to myself I swear You don't need nobody else I swear I want you all to myself Because I'm selfish, yeah I want you all to myself I swear You don't need nobody else, I swear I want you all to myself I swear I'm selfish I want you all to myself I swear You don't need nobody else I swear I want you all to myself Because I'm selfish yea I want you all to myself I swear You don't need nobody else I want you all to myself Now that I gotcha Aye girl I ain't gon play witchu Becuz there's a lot of things That I wanna say to you Girl, you know you the shit Balenciagas on ya kicks Niggas all on ya dick But we ain't gon trip Cause I'm not ready for no commitments Nah, nah But I swear I hate seeing you wit them Yeah, yeah And I know you ain't trynna control me And I know you're tired of being lonely I can't help how I feel I'm just keeping it real They can't have you girl Because I'm selfish I want you all to myself I swear You don't need nobody else I swear I want you all to myself Because I'm selfish, yeah I want you all to myself I swear You don't need nobody else, I swear I want you all to myself I swear I'm selfish I want you all to myself I swear You don't need nobody else I swear I want you all to myself Because I'm selfish yea I want you all to myself I swear You don't need nobody else I want you all to myself Shawty I'm selfish Can't help it You know I get stuck when you Come around And them niggas be sick cuz we Be on some shit Yeah they know I'm gon Hold it down Pull up in the whip Tell you how I been witcho friends We gon go to my crib Have my chef cook up a dinner Girl you know you fuckin wit a winner I ain't nothing like these lames I swear Name a place I could take you there I'd do anything to make you laugh And you can have anything just ask But just know that I'm selfish And I swear I can't help it But its all for you Yea it's all for you I'm selfish I want you all to myself I swear You don't need nobody else I swear I want you all to myself Because I'm selfish, yeah I want you all to myself I swear You don't need nobody else, I swear I want you all to myself I swear I'm selfish I want you all to myself I swear You don't need nobody else I swear I want you all to myself Because I'm selfish yea I want you all to myself I swear You don't need nobody else I want you all to myself"
Sin Se,"Ovy On The Drums, Quevedo",2,2022,7,22,1097,2,209106362,18,10,13,1,1,118,B,Minor,82,75,85,33,1,11,4,
Lady Mi Amor,Feid,1,2022,9,13,330,0,53987404,3,0,2,0,0,93,D,Major,78,75,62,6,0,15,6,"Maestro Ey, lady, mi amor, feliz cumpleaÃ±os (Jajaja) Wow Yeah Me manda fotos, pero siempre las borra Los comentario' se los ahorra (Wow) Se quedÃ³ con una de mis gorra', ey, ey (Yeah) Yo la veo por Insta hace rato Me habla, que tiene un arrebato (CabrÃ³n) Y me dice que cuÃ¡ndo es que la saco (Wow), yeah Ma, quÃ© rica estÃ¡ Ese escote es pa' que yo lo toque, tiene un guille brutal (Ey) Ma, Â¿quÃ© hay pa' daÃ±ar? 'Toy a switche, llega pa' que chiche', tÃº me incita' a pecar (Yo) Se me suelta, el pelo se lo suelta Le gustan los gÃ¡ngster, le gustan las prendas (Yeah) Estudia, pero se va de fiesta Lo del Only es pa' la camioneta No es una moto y me la quiero montar Ese booty me lo quiero perrear El mahÃ³n se lo quiero sobar, yeah, nah A la baby no le gusta roncar Cuida'o, no te le vaya' a acercar Ella no pide y la quieren gastar (Ey, lady, mi amor) Me manda fotos, pero siempre las borra Los comentario' se los ahorra (Wow) Se quedÃ³ con una de mis gorra', ey, ey (Yeah) Yo la veo por Insta hace rato Me habla, que tiene un arrebato cabrÃ³n Y me dice que cuÃ¡ndo es que la saco (Wow), yeah Ma, quÃ© rica estÃ¡ Ese escote es pa' que yo lo toque, tiene un guille brutal (Ey) Ma, Â¿quÃ© hay pa' daÃ±ar? 'Toy a switche, llega pa' que chiche', tÃº me incita' a pecar (Yo) (Maestro Ey, lady, mi amor) Wow Yeah"
Poland,Lil Yachty,1,2022,6,23,1584,0,115331792,38,0,24,0,0,150,F,Minor,70,26,56,14,83,11,5,"You fuckin' with that, F1LTH'? (Wake up, F1LTHY) To Poland I took the Wock' to Poland I took the Wock' to Poland I took the Wock' to Poland Uh (Phew, phew), ha I been fiending (Uh), like I'm Kenan Ride around with a Kel-Tec (Wock') If you mean it, baby girl, do you mean it? I been leaning, baby girl, I been leaning (Wock') Phew, phew, phew (Wock') Phone still ringing, battling all my demons I been fiending, baby girl, I been fiending (Wock') Hope you love me, baby, I hope you mean it (Wock') I took the Wock' to Poland I took the Wock' to Poland I took the Wock' to Poland"
THE LONELIEST,Mne,1,2022,10,7,1585,5,225093344,78,65,328,1,198,130,D,Major,52,24,60,0,0,8,3,
Bye Bye,"Marshmello, Juice WRLD",2,2022,10,14,766,0,84697729,16,0,9,0,0,83,D#,Minor,65,24,53,6,0,51,4,"Alright, Mello made it right Bye-bye, bye-bye Oh my, get out my life She said, ""Why?"" (Mello made it right) I hit her with a bye-bye, bye-bye You're out your mind I'm out of pills And you're out of lies It stays dark outside Even when it's daytime Like, bye-bye, bye-bye Uh, bye-bye, bye-bye Um, see you later, uh Girl, I got a question for you, yeah, I need a favor (Uh) Turn yourself back to a demon, I'm a demon slayer (Uh) Hell-proof to the core, take me to your lair (Uh) Uh, hella persuasive Hella curved animation, like The Matrix Percocet, body achin', stomach achin' Feel like it's a fuckin' earthquake where my brain is, huh, oh Hell's Kitchen blazing Cookin' coke off a slave master's bloody apron I remember havin' a dream catcher when I was like ten Set that bitch on fire, all my dreams been comin' true since (Been comin' true since) Hit her with a bye-bye, bye-bye You're out your mind I'm out of pills And you're out of lies It stays dark outside Even when it's daytime Like, bye-bye, bye-bye Uh, bye-bye, bye-bye (Bye)"
BABY OTAKU,"Fran C, Polima WestCoast, Nickoog Clk, Pablito Pesadilla",4,2022,8,18,836,0,159240673,14,1,13,0,0,102,A,Major,84,43,75,5,0,6,8,
Nxde,(G)I-DLE,1,2022,10,17,430,6,170709584,14,116,9,0,11,136,E,Minor,73,65,91,4,0,48,18,
Miss You,Southstar,1,1982,5,16,2020,0,154356956,77,10,119,0,40,145,A,Major,66,24,58,17,0,19,5,"Don't remind me I'm mindin' my own damn business Don't try to find me I'm better left alone than in this It doesn't surprise me Do you really think that I could care? If you really don't like me Find somebody else, it could be anyone else out there Don't fret I don't ever wanna see you, and I never wanna meet you again One thing When you're angry, you're a jerk, and then you treat me like I'm worth nothin' Don't fret I don't ever wanna see you, and I never wanna meet you again It'll happen again I watch it happen over and over again Don't fret I don't ever wanna see you, and I never wanna meet you again One thing When you're angry, you're a jerk, and then you treat me like I'm worth nothin' Don't remind me I'm mindin' my own damn business Don't try to find me I'm better left alone than in this It doesn't surprise me Do you really think that I could care? If you really don't like me Find somebody else, it could be anyone else out there Don't fret I don't ever wanna see you, and I never wanna meet you again One thing When you're angry, you're a jerk, and then you treat me like I'm worth nothin' Don't fret I don't ever wanna see you, and I never wanna meet you again It'll happen again I watch it happen over and over again Don't fret I don't ever wanna see you, and I never wanna meet you again One thing When you're angry, you're a jerk, and then you treat me like I'm worth nothin'"
we fell in love in october,girl in red,1,2018,11,21,6858,0,723043854,31,21,15,0,4,130,G,Major,57,24,37,11,18,16,3,
2 Be Loved (Am I Ready),Lizzo,1,2022,7,14,3682,6,247689123,41,0,158,2,68,156,G,Major,72,92,77,9,0,8,11,
Celestial,Ed Sheeran,1,2022,9,29,1639,0,176474912,86,14,80,0,37,123,D,Major,57,50,85,5,0,16,4,"You see tonight, it could go either way Hearts balanced on a razor blade We are designed to love and break And to rinse and repeat it all again I get stuck when the world's too loud And things don't look up when you're going down And I know your arms are reaching out From somewhere beyond the clouds You make me feel Like my troubled heart is a million miles away You make me feel Like I'm drunk on stars and we're dancing out in the space Celestial Celestial You see the light shinin' through the rain A thousand colors in the brighter shade Needed to rise from the lowest place There's a silver lining that surrounds the gray When I get lost will you come back around? Things don't look up when you're going down Know your arms are reaching out From somewhere beyond the clouds You make me feel Like my troubled heart is a million miles away You make me feel Like I'm drunk on stars and we're dancing out in the space Celestial Celestial, ohh We were made to be Nothing more than this Finding magic in all the smallest things When we notice that's what really matters is Make tonight go on and on and on You make me feel (We were made to be Nothing more than this Finding magic in all the smallest things) You make me feel (When we notice that's what really matters is) You make me feel Like my troubled heart is a million miles away You make me feel Like I'm drunk on stars and we're dancing out in the space Celestial, ohh Celestial, ohh Celestial, ohh We were made to be Nothing more than this Finding magic in all the smallest things When we notice that's what really matters is Make tonight go on and on and on Celestial"
Typa Girl,BLACKPINK,1,2022,9,16,452,10,235549288,2,129,13,0,1,132,G,Major,92,53,62,7,0,63,10,"Typa girl that'll make you wanna dream (Shake, shake) Typa girl that came straight off of the screen (Screen, screen) Typa girl you wanna ice up, make me freeze (Ha, ha) Typa girl you wanna wife up, sign the pre I bring money to the table, not your dinner Both my body and my bank account, good figure Thinking 'bout me, but there's nothing to consider If I let you in my circle, you a winner Didn't know that you were cold 'til you felt my fire Heaven's gate just opened up, hearing choirs If you saying something else, you a liar 'Cause I'm that girl that drive you crazy, but you can't leave me alone Got you thinking maybe, I went supernatural Put you under spells or look into a crystal ball I'm not like these other girls at all I'm the typa girl that make you forget that you got a type Type that make you love me when the only thing you done is like I'm that typa girl, I'm that typa girl I'm that typa girl, I'm that typa girl Like du-du-dun, du-lu-lu-lun Like du-du-dun, du-lu-lu-lun Uh, I'm the type of girl that everybody type Double tap, tap, tap what everybody like You can check my stats, got everybody's eye And I run them laps, 'round everybody's mind All of these girls on some uppercase shit That mean they all cap Being the best at whatever I do That's sounding on brand Typa girl that you wish for when you blow that candle out Typa girl that you wanna take back to your mama house Typa girl that don't ask for what she wants, she's takin' out Typa girl who got bag in same quality as Chanel Now you know that you were cold 'cause you felt my fire Heaven's gate just opened up, hearing choirs If you saying something else, you a liar 'Cause I'm that girl that drive you crazy, but you can't leave me alone Got you thinking maybe, I went supernatural Put you under spells or look into a crystal ball I'm not like these other girls at all I'm the typa girl that make you forget that you got a type Type that make you love me when the only thing you done is like I'm that typa girl, I'm that typa girl I'm that typa girl, I'm that typa girl Like du-du-dun, du-lu-lu-lun Like du-du-dun, du-lu-lu-lun"
I Really Want to Stay at Your House,"Rosa Walton, Hallie Coggins",2,2020,12,18,668,1,140430339,0,0,31,0,,125,D#,Minor,49,13,74,0,0,9,4,
California Breeze,Lil Baby,1,2022,10,14,991,0,85559365,36,38,13,0,3,162,F,Minor,74,22,67,0,0,11,46,"Yeah, made it out the trenches, this type of life I can get used to Number one on YouTube, private dinner in Malibu Show you how to work your stick Ain't nobody gon' handle you Put you in a Phantom 'cause you my lil' boo Ready for whatever, I tie up my boots Everybody goin' the same route, so, I switched up my route Niggas ain't be what they talkin' 'bout, so, I switched up my crew Actin' like you love me knowin' it's flaw, so, I'm gon' fake it too But, that's what I'm supposed to do Aware of my surroundings, I don't fuck with y'all, don't come around me ""Baby switched up,"" how that sound? Like a nigga in his feelings You can't name somethin' I did flaw, I'ma die and breed only the realest I ain't never worry 'bout another nigga, so, in that case, I'm the biggest I been trappin' all around the world, my pivots still ain't left the business She got everything I want, ain't no need to fuck with these bitches You can go and have a lil' fun, I ain't gon' trip, baby, I get it Ain't bullshit in this game, wherever this plane land, I'm the littest nigga there Turn your back on me, I ain't even care If you need me, I'm still gon' be there Tell me how the fuck is this shit fair Switch on who? I went there Fuck them too, I'm prepared I run shit, get that clear Heartbroke, can't drop no tears Was what it was, is what it is California breeze, take her out to eat Stop at a lil' party End up at the big house I can 't fuck with shawty, 'cause she got a big mouth Pull up in a 'Rarri, hop out like a big dawg Get my shit together, feel like I done took two years out Bookin' on my schedule, I ain't rich enough to chill out I watched you turn sour, I don't know how to feel 'bout it Shortly unfolded, but, I'm still solid I'm still out here, still don't k know how to feel about it Early in the mornin' talkin' to Marques 'bout it Wonderin', ""Should I let it go, or, we beefin' 'bout it?"" Knowin' that I'll go cold on you for weeks about it And it weren't that deep, but, that's just how it be with me I can't lie, she be fuckin' me good, but, girl, you fuck me better I'm not surprised that you stereotypin' to be a lil' guy But, if I can have a second of yo' time, try to elevate yo' mind We can crush 'em on every level, I'm tellin' you I fell in love with generatin' revenue I know they gon' try to push you from the top, so, I'm careful I put niggas under my wing like they my nephew I'ma give you every piece of game I got when I catch you I'm just tryna let you feel the breeze with me (Yeah) California breeze, take her out to eat Stop at a lil' party End up at the big house I can 't fuck with shawty, 'cause she got a big mouth Pull up in a 'Rarri, hop out like a big dawg Get my shit together, feel like I done took two years out Bookin' on my schedule, I ain't rich enough to chill out I watched you turn sour, I don't know how to feel 'bout it Shortly unfolded, but, I'm still solid No, no, no, no I'm supposed to be gone But, shit, where I'm gon' go? Tryna hold it in, I can't let this shit show It can't be forced, it don't work, let it go I try to tell you"
Bamba (feat. Aitch & BIA),"Luciano, Aitch, B",3,2022,9,22,869,7,146223492,14,12,12,2,28,138,A#,Major,80,82,81,14,0,13,36,"(Geenaro) (So, I'm goin' to Ghana) Babe, come on, vamo', shake your bamba Babe, vamo' danzar, auf Beat Backshots Viel Dollar, Dollar, komm, trink ein'n Shot Tequila Azul, komm, gib mein Glas International, guck, mein Babygyal GT3 durch Stadt, Aura PrÃ¤sident Reich durch mein Talent, Loco dekadent Motherfucker-Flow wie Gunshots Babe, come on, vamo', shake your bamba Babe, vamo' danzar, auf Beat Backshots Viel Dollar, Dollar, komm, trink ein'n Shot Tequila Azul, komm, gib mein Glas International, guck, mein Babygyal GT3 durch Stadt, Aura PrÃ¤sident Reich durch mein Talent, Loco dekadent Motherfucker-Flow wie Gunshots Babe, come on, vamo', shake your bamba Babe, vamo' danzar, auf Beat Backshots Viel Dollar, Dollar, komm, trink ein'n Shot Tequila Azul, komm, gib mein Glas International, guck, mein Babygyal GT3 durch Stadt, Aura PrÃ¤sident Reich durch mein Talent, Loco dekadent Motherfucker-Flow wie Gunshots (Ah-ah, yeah) Draped in cash (Hahaha) You got drip but the tunes don't stick 'cah tape was wack (Woo) On my usual shit with the cutest chick when I'm sailin' past (Yeah, yeah) Got her boobies lifted and as for the booty, she paid some racks Look, I squeeze five tings in the backseat, if we get chased then I'm takin' laps (Skrrt, skrrt) '016 got you tax-free, now I can't say what I paid in tax, huh (Shh) D-drill beat, rap beat, trap beat, everyone spun if there's Aitch on that (Trust me) Told these fuckers exactly them man are my sons, I don't take it back (Huh), yeah, yeah Brand new Balenci' tracks, what I'm buyin' my Munich ting (Ah-ah) And I might just buy her a bag, depending what mood I'm in (Okay) Pull her hair out, hit it from the back, I make my girl lose her shit (Yeah) Got my head down, put in the work, so wet, she makin' me lose my grip (Woo) Babe, come on, vamo', shake your bamba Babe, vamo' danzar, auf Beat Backshots Viel Dollar, Dollar, komm, trink ein'n Shot Tequila Azul, komm, gib mein Glas International, guck, mein Babygyal GT3 durch Stadt, Aura PrÃ¤sident Reich durch mein Talent, Loco dekadent Motherfucker-Flow wie Gunshots (Uh) Gunshot, gunshot Smoke through my eyes, get bloodshot (Grrah) I'm givin' glam in my mugshot (Ayy) I caught a buzz or whatnot (Uh) I got some bands on headtops I'm choosing violence, we dragged him up by his dreadlocks They tryna put me in wedlock (Uh) I got his head in a leg lock (Uh) It cost a bag just to hear me speak I caught a vibe with a sheikh (Trr) I want a top shotta, this pussy not for the weak I'm never leavin' my peak (Brrah) Lock off, lock off, 458 with the top off He's the one that's getting dropped off (Uh) Police on me, I will not stop (Uh) You bitches all on my knock-offs (Uh) I got enemies in my yard I got Hennessy in my system But I ride with faith in God So I'm never gonna be a victim (Rrah) I got enemies in my yard I got Hennessy in my system But I ride with faith in God So I'm never gonna be a victim Babe, come on, vamo', shake your bamba Babe, vamo' danzar, auf Beat Backshots (Uh) Viel Dollar, Dollar, komm, trink ein'n Shot (Shit) Tequila Azul, komm, gib mein Glas (Uh) International, guck, mein Babygyal GT3 durch Stadt, Aura PrÃ¤sident Reich durch mein Talent, Loco dekadent Motherfucker-Flow wie Gunshots Yeah, shake like that Bussdown, Babe, meine Pretty Woman, ah (Mwuah) Aura majestic, Gyal, stepp' in den Club dominant, ah (Boss) Body fantastic, Gyal, hol noch mehr Imperial, ah (Boh-boh, boh-boh) Aura majestic, Gyal, stepp' in den Club dominant (Ah) Ohne Skandal in den Top-Ten-Charts Immer noch Herz on the top, on God Thottie locate in the suite five stars Und ich flieg' PJs, drive passenger Body im Shape, deine Girls in love Guck, she slides in my messenger Ihr gefÃ¤llt mein Vibe und mein Charisma Wenn sie mich sieht, dann in Foreign Cars Babe, come on, vamo', shake your bamba Babe, vamo' danzar, auf Beat Backshots Viel Dollar, Dollar, komm, trink ein'n Shot Tequila Azul, komm, gib mein Glas International, guck, mein Babygyal GT3 durch Stadt, Aura PrÃ¤sident Reich durch mein Talent, Loco dekadent Motherfucker-Flow wie Gunshots"
Casei Com a Putaria,"MC Ryan SP, Love Funk, Mc Paiva ZS",3,2022,7,1,648,4,187701588,0,0,30,0,0,161,A#,Minor,59,62,60,12,0,5,44,
Major Distribution,"Drake, 21 Savage",2,2022,11,4,1545,0,154863153,22,7,15,0,0,131,G#,Minor,91,23,55,1,0,7,32,"[Drake:] No, no, no, no, no, no No, no, no, no, no Major distribution, man, my label on my dick, for real Fuckin' with your friend and she ain't tell you, y'all ain't shit, for real I've been out here crushin' on success, now she my bitch, for real You say I'm persuasive, girl, but you can't spell that shit, for real Hmm, hmm, in this mansion, I'm Macaulay Culkin Paid in full, I'm Mekhi Phifer Know you're tired, we just did dinner for three hours Lyin' to me all night Buyin' Benz Benzes out of spite Paid a hundred, ran up somethin' light Simple price to keep 'em out my life Booby Trap, we need a business office Magic City need a business office Twenty-nine, I keep a business office I'm in love with Houston, Dallas, Austin Tell your guys to hold off on the team Changed, seem like they may need money for coffins Cuban girl, a fan of ground coffee Text me on the signal, don't call me Hmm, hmm, major distribution, labels call me Bad Bunny numbers, it's a robbery Five-hundred million, just for Aubrey Hmm, hmm, yeah, major distribution how I pop it Mention me to be the hottest topic Same place you singin', bitch, you shoppin' Okay, go stupid, go stupid Go stupid, go stupid Go stupid, go stupid Okay, okay, go stupid, stupid Go stupid, go stupid Go stupid, go stupid Go stupid, okay [21 Savage:] Nigga tried to play this shit light, play it cool, play me like I'm sweet Fuckin' on an opp nigga bitch, say she miss the golds in my teeth 4L shit, know we steppin', y'all should get to funeral preparin' SF90, this is not McLaren, make an IG model run my errands He gon' miss and we gon' spin his parents, stayed in Houston long as Steve Francis Shoot his feet, got him doin' dances, wiggin' niggas like I played at Kansas Ever seen somebody get shot? Lot of shit I seen before the top I ain't tryna wrestle like The Rock, fuck the trish, I'd rather sip the wock Lot of things I do to stay alive, everythin' except for call the cops Savage still let his gun pop, FOX 5 gang, get you knocked Major distribution, labels callin', Harry Styles numbers, it's a robbery My niggas go in-Zayn to catch a body, we was face to face, you could've shot me [Drake:] Okay, go stupid, go stupid Go stupid, go stupid Go stupid, go stupid Okay, okay, go stupid, stupid Go stupid, go stupid Go stupid, go stupid Go stupid, okay"
Pussy & Millions (feat. Travis Scott),"Drake, Travis Scott, 21 Savage",3,2022,11,4,1930,0,191333656,24,8,17,0,1,122,E,Minor,75,45,63,6,0,35,12,
Vigilante Shit,Taylor Swift,1,2022,10,21,1948,0,253650850,12,9,16,0,0,80,E,Minor,80,16,28,17,0,12,39,"Draw the cat eye sharp enough to kill a man You did some bad things, but I'm the worst of them Sometimes I wonder which one will be your last lie They say looks can kill and I might try I don't dress for women I don't dress for men Lately I've been dressing for revenge I don't start shit, but I can tell you how it ends Don't get sad, get even So on the weekends I don't dress for friends Lately I've been dressing for revenge She needed cold hard proof so I gave her some She had the envelope, where you think she got it from? Now she gets the house, gets the kids, gets the pride Picture me thick as thieves with your ex-wife And she looks so pretty Driving in your Benz Lately she's been dressing for revenge She don't start shit, but she can tell you how it ends Don't get sad, get even So on the weekends She don't dress for friends Lately she's been dressing for revenge Ladies always rise above Ladies know what people want Someone sweet and kind and fun The lady simply had enough While he was doing lines And crossing all of mine Someone told his white collar crimes to the FBI And I don't dress for villains Or for innocents I'm on my vigilante shit again I don't start shit, but I can tell you how it ends Don't get sad, get even So on the weekends I don't dress for friends Lately I've been dressing for revenge"
Question...?,Taylor Swift,1,2022,10,21,1608,0,223064273,10,3,12,0,0,109,G,Major,75,11,50,20,0,30,17,
